DATA;CHUVA (mm);NÍVEL (m);CHUVA CORRIGIDA;NÍVEL CORRIGIDO;COMENTARIOS CHUVA;COMENTARIOS NÍVEL
6/3/2019 02:30;0;1,59;0;1,59;;
6/3/2019 02:45;0;1,58;0;1,58;;
6/3/2019 03:00;0;1,57;0;1,57;;
6/3/2019 03:15;0;1,57;0;1,57;;
6/3/2019 03:30;0;1,56;0;1,56;;
6/3/2019 03:45;0;1,56;0;1,56;;
6/3/2019 04:00;0;1,55;0;1,55;;
6/3/2019 04:15;0;1,54;0;1,54;;
6/3/2019 04:30;0;1,54;0;1,54;;
6/3/2019 04:45;0;1,53;0;1,53;;
6/3/2019 05:00;0;1,53;0;1,53;;
6/3/2019 05:15;0;1,53;0;1,53;;
6/3/2019 05:30;0;1,52;0;1,52;;
6/3/2019 05:45;0;1,52;0;1,52;;
6/3/2019 06:00;0;1,51;0;1,51;;
6/3/2019 06:15;0;1,51;0;1,51;;
6/3/2019 06:30;0;1,51;0;1,51;;
6/3/2019 06:45;0;1,5;0;1,5;;
6/3/2019 07:00;0;1,5;0;1,5;;
6/3/2019 07:15;0;1,49;0;1,49;;
6/3/2019 07:30;0;1,49;0;1,49;;
6/3/2019 07:45;0;1,48;0;1,48;;
6/3/2019 08:00;0;1,48;0;1,48;;
6/3/2019 08:15;0;1,47;0;1,47;;
6/3/2019 08:30;0;1,47;0;1,47;;
6/3/2019 08:45;0;1,47;0;1,47;;
6/3/2019 09:00;0;1,47;0;1,47;;
6/3/2019 09:15;0;1,46;0;1,46;;
6/3/2019 09:30;0;1,46;0;1,46;;
6/3/2019 09:45;0;1,45;0;1,45;;
6/3/2019 10:00;0;1,45;0;1,45;;
6/3/2019 10:15;0;1,45;0;1,45;;
6/3/2019 10:30;0;1,45;0;1,45;;
6/3/2019 10:45;0;1,45;0;1,45;;
6/3/2019 11:00;0;1,45;0;1,45;;
6/3/2019 11:15;0;1,45;0;1,45;;
6/3/2019 11:30;0;1,45;0;1,45;;
6/3/2019 11:45;0;1,45;0;1,45;;
6/3/2019 12:00;0;1,46;0;1,46;;
6/3/2019 12:15;0;1,46;0;1,46;;
6/3/2019 12:30;0;1,47;0;1,47;;
6/3/2019 12:45;0;1,48;0;1,48;;
6/3/2019 13:00;0;1,49;0;1,49;;
6/3/2019 13:15;0;1,5;0;1,5;;
6/3/2019 13:30;0;1,52;0;1,52;;
6/3/2019 13:45;0;1,53;0;1,53;;
6/3/2019 14:00;0;1,55;0;1,55;;
6/3/2019 14:15;0;1,57;0;1,57;;
6/3/2019 14:30;0;1,59;0;1,59;;
6/3/2019 14:45;0;1,61;0;1,61;;
6/3/2019 15:00;0;1,63;0;1,63;;
6/3/2019 15:15;0;1,65;0;1,65;;
6/3/2019 15:30;0;1,68;0;1,68;;
6/3/2019 15:45;0;1,7;0;1,7;;
6/3/2019 16:00;0;1,72;0;1,72;;
6/3/2019 16:15;0;1,75;0;1,75;;
6/3/2019 16:30;0;1,77;0;1,77;;
6/3/2019 16:45;0;1,79;0;1,79;;
6/3/2019 17:00;0;1,79;0;1,79;;
6/3/2019 17:15;0;1,8;0;1,8;;
6/3/2019 17:30;0;1,82;0;1,82;;
6/3/2019 17:45;0;1,83;0;1,83;;
6/3/2019 18:00;0;1,83;0;1,83;;
6/3/2019 18:15;0;1,84;0;1,84;;
6/3/2019 18:30;0;1,84;0;1,84;;
6/3/2019 18:45;0;1,84;0;1,84;;
6/3/2019 19:00;0;1,84;0;1,84;;
6/3/2019 19:15;0;1,84;0;1,84;;
6/3/2019 19:30;0;1,83;0;1,83;;
6/3/2019 19:45;0;1,82;0;1,82;;
6/3/2019 20:00;0;1,8;0;1,8;;
6/3/2019 20:15;0;1,79;0;1,79;;
6/3/2019 20:30;0;1,78;0;1,78;;
6/3/2019 20:45;0;1,77;0;1,77;;
6/3/2019 21:00;0;1,76;0;1,76;;
6/3/2019 21:15;0;1,75;0;1,75;;
6/3/2019 21:30;0;1,74;0;1,74;;
6/3/2019 21:45;0;1,74;0;1,74;;
6/3/2019 22:00;0;1,72;0;1,72;;
6/3/2019 22:15;0;1,71;0;1,71;;
6/3/2019 22:30;0;1,7;0;1,7;;
6/3/2019 22:45;0;1,69;0;1,69;;
6/3/2019 23:00;0;1,67;0;1,67;;
6/3/2019 23:15;0;1,66;0;1,66;;
6/3/2019 23:30;0;1,65;0;1,65;;
6/3/2019 23:45;0;1,63;0;1,63;;
7/3/2019 00:00;0;1,62;0;1,62;;
7/3/2019 00:15;0;1,62;0;1,62;;
7/3/2019 00:30;0;1,6;0;1,6;;
7/3/2019 00:45;0;1,59;0;1,59;;
7/3/2019 01:00;0;1,58;0;1,58;;
7/3/2019 01:15;0;1,57;0;1,57;;
7/3/2019 01:30;0;1,56;0;1,56;;
7/3/2019 01:45;0;1,55;0;1,55;;
7/3/2019 02:00;0;1,55;0;1,55;;
7/3/2019 02:15;0;1,54;0;1,54;;
7/3/2019 02:30;0;1,53;0;1,53;;
7/3/2019 02:45;0;1,52;0;1,52;;
7/3/2019 03:00;0;1,52;0;1,52;;
7/3/2019 03:15;0;1,51;0;1,51;;
7/3/2019 03:30;0;1,51;0;1,51;;
7/3/2019 03:45;0;1,5;0;1,5;;
7/3/2019 04:00;0;1,49;0;1,49;;
7/3/2019 04:15;0;1,49;0;1,49;;
7/3/2019 04:30;0;1,49;0;1,49;;
7/3/2019 04:45;0;1,48;0;1,48;;
7/3/2019 05:00;0;1,48;0;1,48;;
7/3/2019 05:15;0;1,47;0;1,47;;
7/3/2019 05:30;0;1,47;0;1,47;;
7/3/2019 05:45;0;1,46;0;1,46;;
7/3/2019 06:00;0;1,46;0;1,46;;
7/3/2019 06:15;0;1,45;0;1,45;;
7/3/2019 06:30;0;1,45;0;1,45;;
7/3/2019 06:45;0;1,45;0;1,45;;
7/3/2019 07:00;0;1,44;0;1,44;;
7/3/2019 07:15;0;1,44;0;1,44;;
7/3/2019 07:30;0;1,43;0;1,43;;
7/3/2019 07:45;0;1,43;0;1,43;;
7/3/2019 08:00;0;1,43;0;1,43;;
7/3/2019 08:15;0;1,42;0;1,42;;
7/3/2019 08:30;0;1,42;0;1,42;;
7/3/2019 08:45;0;1,42;0;1,42;;
7/3/2019 09:00;0;1,42;0;1,42;;
7/3/2019 09:15;0;1,41;0;1,41;;
7/3/2019 09:30;0;1,41;0;1,41;;
7/3/2019 09:45;0;1,41;0;1,41;;
7/3/2019 10:00;0;1,41;0;1,41;;
7/3/2019 10:15;0;1,41;0;1,41;;
7/3/2019 10:30;0;1,41;0;1,41;;
7/3/2019 10:45;0;1,41;0;1,41;;
7/3/2019 11:00;0;1,41;0;1,41;;
7/3/2019 11:15;0;1,41;0;1,41;;
7/3/2019 11:30;0;1,42;0;1,42;;
7/3/2019 11:45;0;1,42;0;1,42;;
7/3/2019 12:00;0;1,43;0;1,43;;
7/3/2019 12:15;0;1,43;0;1,43;;
7/3/2019 12:30;0;1,44;0;1,44;;
7/3/2019 12:45;0;1,46;0;1,46;;
7/3/2019 13:00;0;1,47;0;1,47;;
7/3/2019 13:15;0;1,48;0;1,48;;
7/3/2019 13:30;0;1,5;0;1,5;;
7/3/2019 13:45;0;1,52;0;1,52;;
7/3/2019 14:00;0;1,54;0;1,54;;
7/3/2019 14:15;0;1,56;0;1,56;;
7/3/2019 14:30;0;1,58;0;1,58;;
7/3/2019 14:45;0;1,6;0;1,6;;
7/3/2019 15:00;0;1,63;0;1,63;;
7/3/2019 15:15;0;1,65;0;1,65;;
7/3/2019 15:30;0;1,67;0;1,67;;
7/3/2019 15:45;0;1,7;0;1,7;;
7/3/2019 16:00;0;1,73;0;1,73;;
7/3/2019 16:15;0;1,75;0;1,75;;
7/3/2019 16:30;0;1,77;0;1,77;;
7/3/2019 16:45;0;1,8;0;1,8;;
7/3/2019 17:00;0;1,81;0;1,81;;
7/3/2019 17:15;0;1,83;0;1,83;;
7/3/2019 17:30;0;1,84;0;1,84;;
7/3/2019 17:45;0;1,86;0;1,86;;
7/3/2019 18:00;0;1,87;0;1,87;;
7/3/2019 18:15;0;1,87;0;1,87;;
7/3/2019 18:30;0;1,87;0;1,87;;
7/3/2019 18:45;0;1,88;0;1,88;;
7/3/2019 19:00;0;1,87;0;1,87;;
7/3/2019 19:15;0;1,87;0;1,87;;
7/3/2019 19:30;0;1,87;0;1,87;;
7/3/2019 19:45;0;1,86;0;1,86;;
7/3/2019 20:00;0;1,85;0;1,85;;
7/3/2019 20:15;0;1,84;0;1,84;;
7/3/2019 20:30;0;1,83;0;1,83;;
7/3/2019 20:45;0;1,82;0;1,82;;
7/3/2019 21:00;0;1,81;0;1,81;;
7/3/2019 21:15;0;1,8;0;1,8;;
7/3/2019 21:30;0;1,78;0;1,78;;
7/3/2019 21:45;0;1,77;0;1,77;;
7/3/2019 22:00;0;1,76;0;1,76;;
7/3/2019 22:15;0;1,74;0;1,74;;
7/3/2019 22:30;0;1,73;0;1,73;;
7/3/2019 22:45;0;1,71;0;1,71;;
7/3/2019 23:00;0;1,7;0;1,7;;
7/3/2019 23:15;0;1,69;0;1,69;;
7/3/2019 23:30;0;1,67;0;1,67;;
7/3/2019 23:45;0;1,66;0;1,66;;
8/3/2019 00:00;0;1,65;0;1,65;;
8/3/2019 00:15;0;1,64;0;1,64;;
8/3/2019 00:30;0;1,63;0;1,63;;
8/3/2019 00:45;0;1,62;0;1,62;;
8/3/2019 01:00;0;1,61;0;1,61;;
8/3/2019 01:15;0;1,6;0;1,6;;
8/3/2019 01:30;0;1,59;0;1,59;;
8/3/2019 01:45;0;1,58;0;1,58;;
8/3/2019 02:00;0;1,57;0;1,57;;
8/3/2019 02:15;0;1,56;0;1,56;;
8/3/2019 02:30;0;1,55;0;1,55;;
8/3/2019 02:45;0;1,55;0;1,55;;
8/3/2019 03:00;0;1,54;0;1,54;;
8/3/2019 03:15;0;1,53;0;1,53;;
8/3/2019 03:30;0;1,53;0;1,53;;
8/3/2019 03:45;0;1,52;0;1,52;;
8/3/2019 04:00;0;1,52;0;1,52;;
8/3/2019 04:15;0;1,51;0;1,51;;
8/3/2019 04:30;0;1,5;0;1,5;;
8/3/2019 04:45;0;1,49;0;1,49;;
8/3/2019 05:00;0;1,49;0;1,49;;
8/3/2019 05:15;0;1,48;0;1,48;;
8/3/2019 05:30;0;1,48;0;1,48;;
8/3/2019 05:45;0;1,47;0;1,47;;
8/3/2019 06:00;0;1,47;0;1,47;;
8/3/2019 06:15;0;1,46;0;1,46;;
8/3/2019 06:30;0;1,46;0;1,46;;
8/3/2019 06:45;0;1,45;0;1,45;;
8/3/2019 07:00;0;1,45;0;1,45;;
8/3/2019 07:15;0;1,44;0;1,44;;
8/3/2019 07:30;0;1,44;0;1,44;;
8/3/2019 07:45;0;1,43;0;1,43;;
8/3/2019 08:00;0;1,43;0;1,43;;
8/3/2019 08:15;0;1,43;0;1,43;;
8/3/2019 08:30;0;1,42;0;1,42;;
8/3/2019 08:45;0;1,42;0;1,42;;
8/3/2019 09:00;0;1,42;0;1,42;;
8/3/2019 09:15;0;1,41;0;1,41;;
8/3/2019 09:30;0;1,41;0;1,41;;
8/3/2019 09:45;0;1,41;0;1,41;;
8/3/2019 10:00;0;1,4;0;1,4;;
8/3/2019 10:15;0;1,4;0;1,4;;
8/3/2019 10:30;0;1,4;0;1,4;;
8/3/2019 10:45;0;1,4;0;1,4;;
8/3/2019 11:00;0;1,4;0;1,4;;
8/3/2019 11:15;0;1,41;0;1,41;;
8/3/2019 11:30;0;1,41;0;1,41;;
8/3/2019 11:45;0;1,41;0;1,41;;
8/3/2019 12:00;0;1,42;0;1,42;;
8/3/2019 12:15;0;1,43;0;1,43;;
8/3/2019 12:30;0;1,44;0;1,44;;
8/3/2019 12:45;0;1,45;0;1,45;;
8/3/2019 13:00;0;1,46;0;1,46;;
8/3/2019 13:15;0;1,48;0;1,48;;
8/3/2019 13:30;0;1,49;0;1,49;;
8/3/2019 13:45;0;1,51;0;1,51;;
8/3/2019 14:00;0;1,53;0;1,53;;
8/3/2019 14:15;0;1,55;0;1,55;;
8/3/2019 14:30;0;1,57;0;1,57;;
8/3/2019 14:45;0;1,6;0;1,6;;
8/3/2019 15:00;0;1,62;0;1,62;;
8/3/2019 15:15;0;1,64;0;1,64;;
8/3/2019 15:30;0;1,67;0;1,67;;
8/3/2019 15:45;0;1,69;0;1,69;;
8/3/2019 16:00;0;1,72;0;1,72;;
8/3/2019 16:15;0;1,75;0;1,75;;
8/3/2019 16:30;0;1,77;0;1,77;;
8/3/2019 16:45;0;1,79;0;1,79;;
8/3/2019 17:00;0;1,81;0;1,81;;
8/3/2019 17:15;0;1,83;0;1,83;;
8/3/2019 17:30;0;1,85;0;1,85;;
8/3/2019 17:45;0;1,86;0;1,86;;
8/3/2019 18:00;0;1,88;0;1,88;;
8/3/2019 18:15;0;1,89;0;1,89;;
8/3/2019 18:30;0;1,89;0;1,89;;
8/3/2019 18:45;0;1,89;0;1,89;;
8/3/2019 19:00;0;1,9;0;1,9;;
8/3/2019 19:15;0;1,9;0;1,9;;
8/3/2019 19:30;0;1,89;0;1,89;;
8/3/2019 19:45;0;1,89;0;1,89;;
8/3/2019 20:00;0;1,88;0;1,88;;
8/3/2019 20:15;0;1,87;0;1,87;;
8/3/2019 20:30;0;1,86;0;1,86;;
8/3/2019 20:45;0;1,85;0;1,85;;
8/3/2019 21:00;0;1,84;0;1,84;;
8/3/2019 21:15;0;1,82;0;1,82;;
8/3/2019 21:30;0;1,81;0;1,81;;
8/3/2019 21:45;0;1,8;0;1,8;;
8/3/2019 22:00;0;1,78;0;1,78;;
8/3/2019 22:15;0;1,77;0;1,77;;
8/3/2019 22:30;0;1,75;0;1,75;;
8/3/2019 22:45;0;1,74;0;1,74;;
8/3/2019 23:00;0;1,72;0;1,72;;
8/3/2019 23:15;0;1,71;0;1,71;;
8/3/2019 23:30;0;1,69;0;1,69;;
8/3/2019 23:45;0;1,68;0;1,68;;
9/3/2019 00:00;0;1,67;0;1,67;;
9/3/2019 00:15;0;1,66;0;1,66;;
9/3/2019 00:30;0;1,64;0;1,64;;
9/3/2019 00:45;0;1,63;0;1,63;;
9/3/2019 01:00;0;1,62;0;1,62;;
9/3/2019 01:15;0;1,61;0;1,61;;
9/3/2019 01:30;0;1,6;0;1,6;;
9/3/2019 01:45;0;1,59;0;1,59;;
9/3/2019 02:00;0;1,58;0;1,58;;
9/3/2019 02:15;0;1,58;0;1,58;;
9/3/2019 02:30;0;1,57;0;1,57;;
9/3/2019 02:45;0;1,56;0;1,56;;
9/3/2019 03:00;0;1,56;0;1,56;;
9/3/2019 03:15;0;1,55;0;1,55;;
9/3/2019 03:30;0;1,54;0;1,54;;
9/3/2019 03:45;0;1,53;0;1,53;;
9/3/2019 04:00;0;1,53;0;1,53;;
9/3/2019 04:15;0;1,52;0;1,52;;
9/3/2019 04:30;0;1,51;0;1,51;;
9/3/2019 04:45;0;1,51;0;1,51;;
9/3/2019 05:00;0;1,51;0;1,51;;
9/3/2019 05:15;0;1,5;0;1,5;;
9/3/2019 05:30;0;1,49;0;1,49;;
9/3/2019 05:45;0;1,49;0;1,49;;
9/3/2019 06:00;0;1,48;0;1,48;;
9/3/2019 06:15;0;1,48;0;1,48;;
9/3/2019 06:30;0;1,47;0;1,47;;
9/3/2019 06:45;0;1,47;0;1,47;;
9/3/2019 07:00;0;1,46;0;1,46;;
9/3/2019 07:15;0;1,46;0;1,46;;
9/3/2019 07:30;0;1,46;0;1,46;;
9/3/2019 07:45;0;1,45;0;1,45;;
9/3/2019 08:00;0;1,45;0;1,45;;
9/3/2019 08:15;0;1,44;0;1,44;;
9/3/2019 08:30;0;1,44;0;1,44;;
9/3/2019 08:45;0;1,43;0;1,43;;
9/3/2019 09:00;0;1,43;0;1,43;;
9/3/2019 09:15;0;1,43;0;1,43;;
9/3/2019 09:30;0;1,42;0;1,42;;
9/3/2019 09:45;0;1,42;0;1,42;;
9/3/2019 10:00;0;1,42;0;1,42;;
9/3/2019 10:15;0;1,42;0;1,42;;
9/3/2019 10:30;0;1,42;0;1,42;;
9/3/2019 10:45;0;1,42;0;1,42;;
9/3/2019 11:00;0;1,42;0;1,42;;
9/3/2019 11:15;0;1,42;0;1,42;;
9/3/2019 11:30;0;1,42;0;1,42;;
9/3/2019 11:45;0;1,42;0;1,42;;
9/3/2019 12:00;0;1,43;0;1,43;;
9/3/2019 12:15;0;1,43;0;1,43;;
9/3/2019 12:30;0;1,44;0;1,44;;
9/3/2019 12:45;0;1,45;0;1,45;;
9/3/2019 13:00;0;1,46;0;1,46;;
9/3/2019 13:15;0;1,47;0;1,47;;
9/3/2019 13:30;0;1,49;0;1,49;;
9/3/2019 13:45;0;1,51;0;1,51;;
9/3/2019 14:00;0;1,53;0;1,53;;
9/3/2019 14:15;0;1,55;0;1,55;;
9/3/2019 14:30;0;1,57;0;1,57;;
9/3/2019 14:45;0;1,59;0;1,59;;
9/3/2019 15:00;0;1,61;0;1,61;;
9/3/2019 15:15;0;1,64;0;1,64;;
9/3/2019 15:30;0;1,66;0;1,66;;
9/3/2019 15:45;0;1,69;0;1,69;;
9/3/2019 16:00;0;1,72;0;1,72;;
9/3/2019 16:15;0;1,75;0;1,75;;
9/3/2019 16:30;0;1,77;0;1,77;;
9/3/2019 16:45;0;1,79;0;1,79;;
9/3/2019 17:00;0;1,82;0;1,82;;
9/3/2019 17:15;0;1,83;0;1,83;;
9/3/2019 17:30;0;1,85;0;1,85;;
9/3/2019 17:45;0;1,87;0;1,87;;
9/3/2019 18:00;0;1,89;0;1,89;;
9/3/2019 18:15;0;1,9;0;1,9;;
9/3/2019 18:30;0;1,91;0;1,91;;
9/3/2019 18:45;0;1,91;0;1,91;;
9/3/2019 19:00;0;1,91;0;1,91;;
9/3/2019 19:15;0;1,91;0;1,91;;
9/3/2019 19:30;0;1,91;0;1,91;;
9/3/2019 19:45;0;1,91;0;1,91;;
9/3/2019 20:00;0;1,91;0;1,91;;
9/3/2019 20:15;0;1,9;0;1,9;;
9/3/2019 20:30;0;1,89;0;1,89;;
9/3/2019 20:45;0;1,89;0;1,89;;
9/3/2019 21:00;0;1,87;0;1,87;;
9/3/2019 21:15;0;1,86;0;1,86;;
9/3/2019 21:30;0;1,84;0;1,84;;
9/3/2019 21:45;0;1,83;0;1,83;;
9/3/2019 22:00;0;1,82;0;1,82;;
9/3/2019 22:15;0;1,8;0;1,8;;
9/3/2019 22:30;0;1,79;0;1,79;;
9/3/2019 22:45;0;1,77;0;1,77;;
9/3/2019 23:00;0;1,76;0;1,76;;
9/3/2019 23:15;0;1,75;0;1,75;;
9/3/2019 23:30;0;1,73;0;1,73;;
9/3/2019 23:45;0;1,71;0;1,71;;
10/3/2019 00:00;0;1,69;0;1,69;;
10/3/2019 00:15;0;1,68;0;1,68;;
10/3/2019 00:30;0;1,66;0;1,66;;
10/3/2019 00:45;0;1,65;0;1,65;;
10/3/2019 01:00;0;1,63;0;1,63;;
10/3/2019 01:15;0;1,62;0;1,62;;
10/3/2019 01:30;0;1,61;0;1,61;;
10/3/2019 01:45;0;1,6;0;1,6;;
10/3/2019 02:00;0;1,59;0;1,59;;
10/3/2019 02:15;0;1,57;0;1,57;;
10/3/2019 02:30;0;1,56;0;1,56;;
10/3/2019 02:45;0;1,55;0;1,55;;
10/3/2019 03:00;0;1,55;0;1,55;;
10/3/2019 03:15;0;1,54;0;1,54;;
10/3/2019 03:30;0;1,53;0;1,53;;
10/3/2019 03:45;0;1,52;0;1,52;;
10/3/2019 04:00;0;1,51;0;1,51;;
10/3/2019 04:15;0;1,51;0;1,51;;
10/3/2019 04:30;0;1,5;0;1,5;;
10/3/2019 04:45;0;1,49;0;1,49;;
10/3/2019 05:00;0;1,49;0;1,49;;
10/3/2019 05:15;0;1,48;0;1,48;;
10/3/2019 05:30;0;1,47;0;1,47;;
10/3/2019 05:45;0;1,47;0;1,47;;
10/3/2019 06:00;0;1,46;0;1,46;;
10/3/2019 06:15;0;1,45;0;1,45;;
10/3/2019 06:30;0;1,45;0;1,45;;
10/3/2019 06:45;0;1,44;0;1,44;;
10/3/2019 07:00;0;1,44;0;1,44;;
10/3/2019 07:15;0;1,43;0;1,43;;
10/3/2019 07:30;0;1,43;0;1,43;;
10/3/2019 07:45;0;1,42;0;1,42;;
10/3/2019 08:00;0;1,42;0;1,42;;
10/3/2019 08:15;0;1,41;0;1,41;;
10/3/2019 08:30;0;1,41;0;1,41;;
10/3/2019 08:45;0;1,4;0;1,4;;
10/3/2019 09:00;0;1,4;0;1,4;;
10/3/2019 09:15;0;1,39;0;1,39;;
10/3/2019 09:30;0;1,39;0;1,39;;
10/3/2019 09:45;0;1,39;0;1,39;;
10/3/2019 10:00;0;1,39;0;1,39;;
10/3/2019 10:15;0;1,38;0;1,38;;
10/3/2019 10:30;0;1,38;0;1,38;;
10/3/2019 10:45;0;1,38;0;1,38;;
10/3/2019 11:00;0;1,38;0;1,38;;
10/3/2019 11:15;0;1,38;0;1,38;;
10/3/2019 11:30;0;1,39;0;1,39;;
10/3/2019 11:45;0;1,39;0;1,39;;
10/3/2019 12:00;0;1,39;0;1,39;;
10/3/2019 12:15;0;1,39;0;1,39;;
10/3/2019 12:30;0;1,4;0;1,4;;
10/3/2019 12:45;0;1,41;0;1,41;;
10/3/2019 13:00;0;1,42;0;1,42;;
10/3/2019 13:15;0;1,43;0;1,43;;
10/3/2019 13:30;0;1,45;0;1,45;;
10/3/2019 13:45;0;1,47;0;1,47;;
10/3/2019 14:00;0;1,49;0;1,49;;
10/3/2019 14:15;0;1,51;0;1,51;;
10/3/2019 14:30;0;1,53;0;1,53;;
10/3/2019 14:45;0;1,55;0;1,55;;
10/3/2019 15:00;0;1,57;0;1,57;;
10/3/2019 15:15;0;1,59;0;1,59;;
10/3/2019 15:30;0;1,62;0;1,62;;
10/3/2019 15:45;0;1,64;0;1,64;;
10/3/2019 16:00;0;1,66;0;1,66;;
10/3/2019 16:15;0;1,67;0;1,67;;
10/3/2019 16:30;0;1,7;0;1,7;;
10/3/2019 16:45;0;1,72;0;1,72;;
10/3/2019 17:00;0;1,75;0;1,75;;
10/3/2019 17:15;0;1,76;0;1,76;;
10/3/2019 17:30;0;1,79;0;1,79;;
10/3/2019 17:45;0;1,8;0;1,8;;
10/3/2019 18:00;0;1,81;0;1,81;;
10/3/2019 18:15;0;1,82;0;1,82;;
10/3/2019 18:30;0;1,83;0;1,83;;
10/3/2019 18:45;0;1,83;0;1,83;;
10/3/2019 19:00;0;1,83;0;1,83;;
10/3/2019 19:15;0;1,82;0;1,82;;
10/3/2019 19:30;0;1,82;0;1,82;;
10/3/2019 19:45;0;1,82;0;1,82;;
10/3/2019 20:00;0;1,81;0;1,81;;
10/3/2019 20:15;0;1,81;0;1,81;;
10/3/2019 20:30;0;1,8;0;1,8;;
10/3/2019 20:45;0;1,79;0;1,79;;
10/3/2019 21:00;0;1,77;0;1,77;;
10/3/2019 21:15;0;1,76;0;1,76;;
10/3/2019 21:30;0;1,75;0;1,75;;
10/3/2019 21:45;0;1,74;0;1,74;;
10/3/2019 22:00;0;1,72;0;1,72;;
10/3/2019 22:15;0;1,71;0;1,71;;
10/3/2019 22:30;0;1,7;0;1,7;;
10/3/2019 22:45;0;1,68;0;1,68;;
10/3/2019 23:00;0;1,67;0;1,67;;
10/3/2019 23:15;0;1,66;0;1,66;;
10/3/2019 23:30;0;1,64;0;1,64;;
10/3/2019 23:45;0;1,63;0;1,63;;
11/3/2019 00:00;0;1,61;0;1,61;;
11/3/2019 00:15;0;1,6;0;1,6;;
11/3/2019 00:30;0;1,59;0;1,59;;
11/3/2019 00:45;0;1,57;0;1,57;;
11/3/2019 01:00;0;1,56;0;1,56;;
11/3/2019 01:15;0;1,55;0;1,55;;
11/3/2019 01:30;0;1,54;0;1,54;;
11/3/2019 01:45;0;1,53;0;1,53;;
11/3/2019 02:00;0;1,53;0;1,53;;
11/3/2019 02:15;0;1,52;0;1,52;;
11/3/2019 02:30;0;1,51;0;1,51;;
11/3/2019 02:45;0;1,51;0;1,51;;
11/3/2019 03:00;0;1,5;0;1,5;;
11/3/2019 03:15;0;1,5;0;1,5;;
11/3/2019 03:30;0;1,49;0;1,49;;
11/3/2019 03:45;0;1,48;0;1,48;;
11/3/2019 04:00;0;1,48;0;1,48;;
11/3/2019 04:15;0;1,47;0;1,47;;
11/3/2019 04:30;0;1,47;0;1,47;;
11/3/2019 04:45;0;1,46;0;1,46;;
11/3/2019 05:00;0;1,46;0;1,46;;
11/3/2019 05:15;0;1,45;0;1,45;;
11/3/2019 05:30;0;1,45;0;1,45;;
11/3/2019 05:45;0;1,45;0;1,45;;
11/3/2019 06:00;0;1,44;0;1,44;;
11/3/2019 06:15;0;1,44;0;1,44;;
11/3/2019 06:30;0;1,44;0;1,44;;
11/3/2019 06:45;0;1,43;0;1,43;;
11/3/2019 07:00;0;1,43;0;1,43;;
11/3/2019 07:15;0;1,43;0;1,43;;
11/3/2019 07:30;0;1,42;0;1,42;;
11/3/2019 07:45;0;1,42;0;1,42;;
11/3/2019 08:00;0;1,42;0;1,42;;
11/3/2019 08:15;0;1,41;0;1,41;;
11/3/2019 08:30;0,400000000000034;1,41;0,400000000000034;1,41;;
11/3/2019 08:45;0;1,41;0;1,41;;
11/3/2019 09:00;0;1,41;0;1,41;;
11/3/2019 09:15;0;1,4;0;1,4;;
11/3/2019 09:30;0;1,4;0;1,4;;
11/3/2019 09:45;0;1,4;0;1,4;;
11/3/2019 10:00;0;1,4;0;1,4;;
11/3/2019 10:15;0;1,4;0;1,4;;
11/3/2019 10:30;0;1,4;0;1,4;;
11/3/2019 10:45;0;1,4;0;1,4;;
11/3/2019 11:00;0;1,4;0;1,4;;
11/3/2019 11:15;0;1,4;0;1,4;;
11/3/2019 11:30;0;1,4;0;1,4;;
11/3/2019 11:45;0;1,4;0;1,4;;
11/3/2019 12:00;0;1,41;0;1,41;;
11/3/2019 12:15;0;1,41;0;1,41;;
11/3/2019 12:30;0;1,41;0;1,41;;
11/3/2019 12:45;0;1,42;0;1,42;;
11/3/2019 13:00;0;1,43;0;1,43;;
11/3/2019 13:15;0;1,44;0;1,44;;
11/3/2019 13:30;0;1,45;0;1,45;;
11/3/2019 13:45;0;1,46;0;1,46;;
11/3/2019 14:00;0;1,46;0;1,46;;
11/3/2019 14:15;0;1,47;0;1,47;;
11/3/2019 14:30;0;1,48;0;1,48;;
11/3/2019 14:45;0;1,48;0;1,48;;
11/3/2019 15:00;0;1,49;0;1,49;;
11/3/2019 15:15;0;1,5;0;1,5;;
11/3/2019 15:30;0;1,5;0;1,5;;
11/3/2019 15:45;0;1,51;0;1,51;;
11/3/2019 16:00;0;1,52;0;1,52;;
11/3/2019 16:15;0;1,53;0;1,53;;
11/3/2019 16:30;0;1,54;0;1,54;;
11/3/2019 16:45;0;1,55;0;1,55;;
11/3/2019 17:00;0;1,56;0;1,56;;
11/3/2019 17:15;0;1,58;0;1,58;;
11/3/2019 17:30;0;1,59;0;1,59;;
11/3/2019 17:45;0;1,61;0;1,61;;
11/3/2019 18:00;0;1,62;0;1,62;;
11/3/2019 18:15;0;1,62;0;1,62;;
11/3/2019 18:30;0;1,63;0;1,63;;
11/3/2019 18:45;0;1,64;0;1,64;;
11/3/2019 19:00;0;1,64;0;1,64;;
11/3/2019 19:15;0;1,65;0;1,65;;
11/3/2019 19:30;0;1,66;0;1,66;;
11/3/2019 19:45;0;1,66;0;1,66;;
11/3/2019 20:00;0;1,65;0;1,65;;
11/3/2019 20:15;0;1,65;0;1,65;;
11/3/2019 20:30;0;1,64;0;1,64;;
11/3/2019 20:45;0;1,64;0;1,64;;
11/3/2019 21:00;0;1,63;0;1,63;;
11/3/2019 21:15;0;1,63;0;1,63;;
